date,likesCount,commentsCount,text
2023-01-06 19:06:41+00:00,0,0,"The “greenhouse effect” is concerned with the infrared radiation given off by the earth. The sun’s radiation basically passes through the oxygen and nitrogen in the earth’s atmosphere and lands on the earth’s surface, where 70% of it is absorbed; 30% is reflected back into the atmosphere. Part of this radiation bounces off the greenhouse gases and returns to be absorbed by earth. The greenhouses gases (GHGs) are water vapor (H2O), carbon dioxide (CO2), nitrous oxide (NO2) and methane (CH4).

How long does CO2 remain in the atmosphere? This is a difficult question because there are several processes that remove carbon dioxide from the atmosphere. From 65% to 80% of the CO2 that is released into the air dissolves into the ocean over a period of 50-200 years. The rest is removed over several hundred thousand years. According to the IPCC Fourth Assessment Report, about 50% of CO2 increase will be removed from the atmosphere within 30 years, another 30% will be removed within a few centuries and the remaining 20% may stay in the atmosphere for thousands of years. This means that if we could stop carbon dioxide emissions tomorrow, the carbon dioxide in the atmosphere would continue to warm the climate for thousands of years. Methane (CH4), by contrast, persists for about 12 years. Thus, even though methane is 26 times more potent than carbon dioxide, its effect is relatively short-lived. Furthermore, methane has increased from 700 ppb in 1750 to 1893 ppb today; notice that is parts per billion, not parts per million.

If the emissions of carbon dioxide into the atmosphere are causing global warming, how much will the earth warm up by the year 2100? This depends upon how many billions of tons of carbon dioxide are being emitted into the atmosphere. As a general rule, about 1 trillion tons of additional carbon dioxide in the atmosphere (actually 975 billion) will translate to about 125 ppm of additional carbon dioxide. Also, 125 ppm of additional carbon dioxide translates to about 1.8 °F (1 °C) in global warming. This can be verified by the fact that pre-industrial carbon dioxide was about 280 ppm and is now about 405 ppm. During this period, the planet warmed up about 1 °C.

Scientists have measured the amount of atmospheric carbon dioxide which corresponds to 1 ppm and have found that this corresponds to 7.8 billion metric tons of CO2 in the atmosphere. Therefore, in order to increase the global temperature by 1 °C, you would need 125 x 7.8 billion or 975 billion metric tons of carbon dioxide. A metric ton equals 1,000 kilograms (or 2.2 x 1,000 = 2,200 pounds); the U.S. is the only country in the world that does not use the metric ton. In 2016, the world pumped 36.1 billion metric tons (or 39.8 U.S. Gt) of carbon dioxide into the atmosphere. The average per capita emission of carbon dioxide is 7 metric tons per person per year. In the year 2100, there will be about 11 billion people. Therefore, in 2100, in a business-as-usual scenario, we can expect the world to emit 11 x 7 or 77 billion metric tons into the atmosphere per year or an average of 56.5 billion tons for the next 80 years, i.e., an accumulation of 4.52 trillion tons of CO2 by 2300.  Less 25% (1.13 Tt) due to carbon sinks (the oceans are almost saturated with CO2), the world will have an accumulation of 3.4Tt (4.52 – 1.13) of carbon in the atmosphere. Dividing 3.4 trillion tons of CO2 by 975 million = 3.48 °C (6.26 °F).  This means that the world will be 6.26 °F warmer in 2100 than it was in 2020.

The rise in sea level comes from two distinct processes: water expansions (3.3 feet) due to the added 6.26 °F of increased temperature and melting ice, mainly from Greenland (.41 feet) and the Antarctica (.2 feet) or 3.91 total feet by 2100, as well as increased extraction of groundwater due to irrigation.   Although we do not usually notice it, water expands very slightly as it gets warmer. The second and potentially greater contribution to rising sea level comes from the melting of glacial ice. Antarctica has 90% of the ice, Greenland has 9% of the ice (2,931 trillion tons of ice) and the remaining 1% is tied up in continental glaciers, which except for the Himalayas will all melt by 2100.  If Greenland completely melts, it will raise the sea level by about 24 feet (7.2 meters).  If the Antarctica completely melts, it will add 200 feet (or 60 meters) to the sea level rise.   

In the year 2100, I predict that fossil fuels will be almost depleted (coal may last until 2150) and that the temperature rise will level off. My model predicts that Greenland will be losing about 500 Gt of ice per year until the end of the century, resulting in about 0.41 feet of sea level rise by 2100.  In addition, the Antarctica will add another 0.2 feet of sea level rise. Adding this to the 3.3 feet for thermal warming results in a sea level rise of 3.9 feet.  Now add 2 feet due to melting of the West Antarctic Ice Sheet (WAIS) due to the collapse of the Pine Island and Thwaites glaciers and you have a 5.9 foot sea level rise by the end of the century.  NOAA (the National Oceanic and Atmospheric Administration) states that the oceans could rise 8 feet by 2100 under a worse-case scenario, namely a complete collapse of the WAIS.  

What effect would a 5.9 foot sea level rise have on the U.S.? Miami is one of the most vulnerable places to rising seas. About 2 million Americans would see their homes permanently flooded if sea levels rise just 3 feet. If the sea level rises 6 feet, 6 million Americans would see their homes permanently flooded. A new study predicts that as many as 13.1 million Americans in coastal areas will have to relocate by 2100 if the sea level rises 5.9 feet (1.8 meters), which is what I expect to be the most likely scenario.

In addition to sea-level rise, global warming is contributing to increases in the spread of insect-borne illnesses and crop-damaging pests. For example, diseases such as Zika, dengue fever and chikungunya are transmitted by mosquitoes, which pick up these diseases by biting infected people and then spreading them to other people through subsequent bites. Research has shown that warmer temperatures shorten the incubation period, which means the disease can spread more rapidly. Warmer temperatures also tend to increase the geographic range of insects.

Global warming also translates into more extreme weather events because higher temperatures mean an increase in energy in the atmosphere and oceans; energy is what drives weather. While we cannot attribute any particular storm to global warming, we can tie an overall trend to global warming. It makes logical sense that warm ocean waters give birth to more intense weather. Generally, hurricanes cannot survive for long over sea surfaces that are cooler than about 79 °F (26 °C). The longer the ocean waters stay above 79 °F, the more opportunity there is for a hurricane to blossom.

Lastly, global warming will result in more droughts, floods and water scarcity.  Demand for water has tripled during the past 50 years. Currently a half billion people live in a water-stressed country. By 2025, that number is expected to increase to about 3 billion. The vast majority of fresh water, about 70%, is used for agriculture. On the U.S. East Coast, much of the water supply comes from surface water, whereas most of the Midwest gets its water supply from a combination of surface waters and well water. The well water comes from underground aquifers such as the Ogallala Aquifer. At present rates of withdrawal, parts of the Ogallala Aquifer water will be available for irrigation for only another 10 to 20 years."
2022-11-30 04:56:29+00:00,0,1,No to plastic pollution
2023-07-13 16:46:20+00:00,19,15,I was born in 1960 and spend a lot of time outdoors.  It’s getting hotter and storms are getting more intense.
2023-07-07 17:45:13+00:00,2,0,We all have to move to the Sahara desert and use solar energy (very few trees to cut down in the Sahara)
2023-07-26 17:43:08+00:00,0,0,So when did we start directly measure temperatures?
2023-07-08 00:05:17+00:00,1,0,😭
2023-07-10 20:00:56+00:00,2,0,"Earth Sun Screen - We as Collaborative Earthlings Launch Lightweight Material such as thin film darkened (tinted) plastic or some lightweight barrier (carbon fiber) into Outer Space to act as a Sunscreen /awning / louvers /pergola between the Earth and the Sun. Placed in orbit to block out the hottest portion of the sun's rays.

Trojan Point / LaGrange Point - is the place between 2 orbiting bodies of gravity equilibrium. Equal pull in both directions. Wherein an object is stuck / suspended between the 2 orbiting bodies and appears motionless in the sky above. This point between the earth and the sun is called L1 (LaGrange1) andis located approx 3 weeks journey from earth,  Possible Timeline: If 100 square miles of material are needed. And if we can launch 1 square mile of Sun Screen material per launch. 100 launches would be needed to assemble the full sun screen panel. Meaning an initial SunScreen Could in theory be fully installed in 1-2 years.

The Orbital Earth Sun Screen could be UV Blocking or tinted different colors to change the color output of the sun's light to benefit / amplify plant life with less heat or bad UV rays. Acting as not only a tint / ""sunglass"" but also a UV Light filter, blocking harmful UV Rays, while changing the output color of the sun to help plants grow faster, with less direct UV heat.

An Orbital Sunscreen could act as a Thermostat to control the sun's output to the earth. Giving Mankind Climate Control. It takes 3 weeks to get to L1 Lagrange Point 1. Maintenance, service, and crew change missions are possible. 

This is Not a permanent fix. Only a delaying action.  
Can someone Calculate how big a 
Solid object 
Spaced apart panels
would have to be to have a 1 degree effect etc.?

Would any benefits come from this?
Adjustable Tint 
Change UV output / polarization for earth plantlife benefits
Change Output Color for plantlife Benefits? 

Thanks for any help or info on this matter"
2023-09-01 16:10:07+00:00,1,0,"This is what The CREATOR says about Climate abd weather.

 Amos 4:7
“I also withhold rain from you when the harvest was still three months away. I sent rain on one town, but withheld it from another. One field had rain; another had none and dried up.”

Zechariah 10:1
“Ask the Lord for rain in the season of spring rain. The Lord makes the rain clouds, and He will give them showers of rain and crops in the field for everyone.”

John 3:8
“The wind blows where it pleases, and you hear its sound, but you don’t know where it comes from or where it is going. So it is with everyone born of the Spirit.”"
2023-07-08 14:48:49+00:00,2,0,Awesome! Maybe I can start growing palm trees in my front yard?
2023-07-12 20:30:32+00:00,1,0,"If climate action is also important to you, don’t miss this week’s Firelight Chat on Wednesday – Climate: Where We Are and What to Do. Marianne will be joined by Peter Kalmus, climate scientist and author of Being the Change: Live Well and Spark a Climate Revolution.
You can watch the stream live directly on our website, marianne2024.com, or follow on Facebook, Twitter, or YouTube this Wednesday, July 12th at 6pm ET/ 3pm PT."
2023-07-19 07:30:21+00:00,2,0,Please urge your political representatives to wake up and fight the fossil fuel industry.
2023-07-27 18:53:34+00:00,4,0,"Republicans would rather boil the planet and destroy the lives of future generations—than admit that liberals and scientists were correct about climate change. 

It’s literally that simple."
2023-07-26 15:29:36+00:00,2,0,"Planet Earth is warming up fast.  Hurricanes, flooding, and spontaneous fires are occurring more often, with more intensity."
2023-07-13 16:33:35+00:00,5,1,Now they're aware.
2023-07-08 11:55:35+00:00,1,1,How can the heat of the planet be measured accurately unless the body of the thermometer is placed in space and only the sensitive part on the earth just as it would not be accurate to measure anything by imprisoning the whole thermometer in it?
2023-07-07 21:27:29+00:00,4,6,I guess we need to do more to reduce CO2 emissions 🤔
2023-07-11 01:44:32+00:00,2,0,nothing to see here folks....move right along....
2023-07-24 15:58:50+00:00,1,2,I'm in disagreement with someone that says that the heat waves of the 1930s prove that current climate science is wrong about CO2 levels and climate change. What is a good counterpoint to make?
2023-07-07 23:26:01+00:00,9,0,We are speedrunning global ecosystem collapse.
2023-07-13 22:50:26+00:00,1,1,Wonder what's causing these heat waves. And when are we starting the measuring in global Temps.
2023-07-07 22:54:55+00:00,0,0,Joni Shepherd Silva Charles Silva
2023-07-12 02:46:45+00:00,0,0,Genesis HC
2023-09-15 11:35:56+00:00,0,0,🐂
2023-07-11 20:20:23+00:00,0,2,CC?  NO way to predict ACCURATELY!!
2023-07-09 18:37:53+00:00,1,0,https://m.youtube.com/watch?v=2XuAhOnWQh8&pp=ygUzd2hhdCB0aGUgbWVkaWNhbCBjb21tdW5pdHkgaGFzIHRvIHNheSBhYm91dCBjbGltYXRl
2023-07-14 23:10:32+00:00,0,0,Don't worry...the very uneducated oil sycophant MAGAts🤡 assure us it is just weather .
2023-07-07 15:57:35+00:00,1,0,https://linkso.medium.com/why-the-latest-on-climate-change-is-dire-and-probably-worse-than-theyre-telling-us-78a446c07273
2023-07-29 20:56:19+00:00,0,0,Suzie A. Woodruff-Gray
2023-07-19 15:16:59+00:00,1,0,"Dear world, if there was ever a time for the world to UNITE it would be now. I invite all on planet earth to join me giving our beautiful planet a day off 1 day a week on Sundays. The only requirement needed for this to happen and become a reality is rest. The world is spending billions on UNCERTAINTY to save this planet trying to cool it,but cooling it is not changing the amount of emissions on earth or in the atmosphere. Watching and reading all that is being,attempted and done is like watching the movie groundhog day. Trial and error,unknown results,uncertainty,knowing the damage and destruction,and doing it anyway. Repeat again and again and again. Why hasn’t there ever been a time promoting  no risk,effective solution to save planet earth eliminating the amount of emissions on and in the planet just by turning it all off? It is free and results are immediate. Maybe this will not change the amount of emissions in atmosphere from 10 yrs ago,but if earth got that rest 1 day a week it will absolutely rejuvenate all that is being used and needed for earth to be more efficient and effective. Stop experimenting with so much uncertainty that is potentially more destructive and jwork on promoting the world to give earth off on Sundays and shut it off! Maybe the results would be miraculous and would heal this planet quicker than we’d ever imagine. We will never know until it’s done. Make that your great experiment to save the planet. There is no more time to waste and wildfires fires and wars only escalated the time left! We have to act immediately Knowing results not tomorrowS uncertainty! SHUT IT DOWN 1 day a week and NOW! Thanks. Spread the word❤️"
2021-09-23 18:12:08+00:00,10,0,Thank you NASA Climate Change.  Your patience and thoroughness with deniers is remarkable.  We need more scientists like you that can explain things to the average person.  I hope to see more discussions like this.  This is the World's number one problem and no one wants to talk about it.
2021-09-23 14:46:40+00:00,24,0,"I miss my "" old school America""  where we turned to our scientists and doctors for  advice about issues of climate and public health."
2021-09-23 18:28:57+00:00,18,0,"Thank you Nasa for explaining the scientific evidence. I enjoy reading your articles. I know that I'm not a scientist, but learning and having respect for our earth, should be our ultimate goal."
2021-09-23 12:55:54+00:00,33,10,I’m amazed that we’ve been warned since the 70’s about greenhouse gases and I have seen little done over those years. My hopes were after the awareness was made so would action? And here we are.
2021-09-23 07:53:27+00:00,10,6,And in the last 20 years the variance is reduced by half or more. That probably means that the oceans are absorbing and releasing energy faster than they used to. That could be both the cause and the result of more severe weather systems. Just guessing.
2021-09-23 17:36:51+00:00,0,0,"The question is, how can we help? Each of us could do a little everyday. I know many people who don’t recicle, and the amount of trash that is dumped into the oceans,lakes, rivers, mountains it is huge, if we all really care there lost of thinks we can do  to make the world a better place, lest get informed and help, let’s doit for the new generation."
2021-09-22 23:33:48+00:00,9,1,Time to really do something different. Time to build back better! Better! BETTER!
2021-09-23 19:46:23+00:00,1,5,Only 140 years of data?? C'mon now! We've been going through the same cycles for eons...
2021-09-23 17:16:06+00:00,0,1,"I don't understand the graph, what does it all mean?"
2021-09-27 15:22:05+00:00,0,2,"My question is to NASA. The air in a greenhouse is heated by solar radiation, an increase in solar radiation temperature would also increase temperature. If the temperature outside the earth's atmosphere is above the boiling point of water (approx. 120°C), is it not possible that an increase could affect the atmosphere. Also, heated cosmic radiation could affect the temperature. What comes to mind is the 'P' theory. In an outdoor public unheated pool, you come along a warm spot of water. (We all know what that means.) The solar system could be traveling through such a heated radiation cloud. The Milky Way galaxy has chaotic catastrophic events of stellar birth, life and death throughout. Clouds or jets of superheated radiation blasted into space. Well, we might be entering that space. But, closer to home, one just has to look at a frosted window, on a winter morning, as the light from the sun hits it. With temperatures below freezing, the sun's rays melts the frost. Back to my question, ""Are we just beating a dead horse in hopes to ride forever?"""
2021-09-23 19:01:20+00:00,0,1,Humans are not understanding life on earth because we only started to study it. Funny that the universe allows us to pretend we have a clue what a warmer earth actually means.
2021-09-23 17:34:40+00:00,0,0,😲
2021-10-04 14:52:50+00:00,0,0,we all on the same boat. i think if we didn't stop oil production by now the water would evaporate and goes outside earth.
2021-09-24 20:40:54+00:00,1,0,"omg.  the slope of the blue line, then the yellow line, then the purple line and now the green line... keep getting steeper.  not only are we heating up but we are heating up FASTER.  this is insane.  and the eruptions during the cooling periods...wonder if there will be cooling periods"
2021-09-24 06:59:31+00:00,1,0,"Thank you NASA for continuing to highlight this climate catastrophe.  Please keep the conversation going as there is a lot of ignorance to overcome.

The impacts of climate change are already here and are causing devastation to our ecology and environment.   We need to campaign and  lobby our governments to bring in legislation quickly."
2021-09-24 02:44:02+00:00,0,0,Sukhwinder Singh
2021-09-24 02:06:00+00:00,0,0,I don't know much but I think humanity need's to start taking better care of the planet and what has happened to cleaner energy sources?
2021-09-23 21:25:04+00:00,5,5,"As I understand it, even if we reduced emissions to pre-industrial age levels, we still have many meters of sea level rise baked into the oceans. Societies evolved in the relatively stable climate of the Holocene. It's time we developed adaptation approaches for societies that recognize transformation is inevitable and we have entered the Anthropocene. How, or if, societies can adapt is still unclear."
2021-09-23 21:04:00+00:00,1,1,"Anthropogenic global warming is one symptom of a larger problem:  The fact that we have exceeded the capacity of the planet to support us.  We currently have no idea how to build a sustainable high technology civilisation, i.e. one that uses no finite natural resources, generates no pollution and produces no non-recyclable waste.  Moving away from fossil fuels is necessary, but nowhere near sufficient.  As a recent paper says:

""We cannot stress enough that a non-fossil energy regime simply cannot support anywhere close to the present human population of nearly eight billion; this urgently necessitates reducing human numbers as rapidly as possible to avoid unprecedented levels of social unrest and human suffering in the coming decades"".

https://www.mdpi.com/1996-1073/14/15/4508/htm"
2021-09-23 20:22:47+00:00,1,1,"Someone forgot to mention to Florida that she was supposed to be warming. We haven't had an above average summer in 3 years now. I miss my childhood summers, when swimming was the only option."
2021-09-23 19:50:48+00:00,0,0,Hot!
2021-09-23 19:32:26+00:00,1,2,"I'd like to go back to 1880, please."
2021-09-23 19:19:59+00:00,0,1,How has The Sun changed in 100 years ..is it warmer for Earth
2021-09-23 19:19:04+00:00,13,18,"Climate change is a made up scenario from the dems…… seems they never complain about all the pollution & garbage in 3rd world countries….., only America where we have clean energy"
2021-09-23 17:41:49+00:00,5,2,"The deniers always with the same statements, again and again and again."
2021-09-23 16:28:21+00:00,26,18,Taking a 140 years of temperature readings on a planet that is 4.5 billion years old and use those to form a meaningful conclusion or find a pattern would be the same as me interviewing a 100 year old person for less than one second........ and use that information to then write their complete biography.
2021-09-23 16:23:44+00:00,6,11,I havent seen any difference  anywhere. Go ahead and push that agenda though!
2021-09-23 16:21:44+00:00,2,0,Why don't some people believe in science? I just don't understand
2021-09-23 16:21:13+00:00,0,10,Remember the planet that we live on also went through an ice age....it goes through cycles. Js
2021-09-23 16:03:59+00:00,0,5,Can we also get a data to the left of 1880?.. say 500 years span?
2021-09-23 15:46:41+00:00,19,0,The difficulty in arguing science with a scientist is that they know what they are talking about! 😁
2021-09-23 15:30:24+00:00,43,8,"It's worth remembering that land surfaces (red, in the graph below) warm at about twice the rate of global mean temperature rise (green), and the Arctic is warming around three times faster than the global mean.  So, 2C of global warming would mean 4C of average warming on land, and 6C in the Arctic - these are huge changes over the space of a human lifetime, and we would struggle to adapt.  Best to do something about it soon-ish..."
2021-09-23 15:26:38+00:00,9,6,The three eruptions from 1880 through 1920 dumped huge amounts of pollution into the atmosphere. And gases that create atmospheric warming.
2021-09-23 15:15:01+00:00,0,0,I thought it's stock market chart with indicator 😝
2021-09-23 13:52:56+00:00,3,11,So in 140 years we have a temperature anomaly of 1 degree.  😴
2021-09-23 13:37:52+00:00,15,5,"Scientific denial, are we coming to the Middle Ages? People are dening NASA observations, scientific conclusions. Internet is realising stupidity. What’s next? Flat Earth??"
2021-09-23 13:29:17+00:00,0,0,"Wow, cool! Or rather: not so cool!"
2021-09-23 13:22:46+00:00,0,2,What caused the cooling after WW2?
2021-09-23 10:51:55+00:00,3,0,When are we going to do something?
2021-09-23 06:16:50+00:00,0,0,Y vamos pa´riba...
2021-09-23 04:00:16+00:00,0,1,From where we can download this data?
2021-09-23 01:59:05+00:00,1,2,"I hope for the Best.,  but it's Still Hot., and I have no idea how to react  about all this crazy Weather., and everything that is been Going on at this moment., the only think I can do is Pray for mercy."
2021-09-23 01:56:21+00:00,0,0,It is going to get very bad.
2021-09-23 01:14:47+00:00,22,3,"We have also in the UK lost much of our sea grass - that is also, like trees, very effective at taking CO2 out of the cycle, for quite a while."
2021-09-23 00:55:02+00:00,1,10,"We need to do two things to ensure our species continuation, find other planets quickly. The need for deep space exploration is a must. literally families in space to ensure our continuation. And save our planet!!!! Really crack down with the 'Laws' on littering, pollution and stripping(mining, trees, even animals that. are becoming extinct)."
2021-09-22 23:09:53+00:00,3,5,Oh my. I think there needs to be more done than just reducing carbon emissions.  I hope there is a plan b and plan c in the works.🤨
2021-09-22 22:45:02+00:00,6,5,"Its about to be a survival for the fittest, whether you are aware of the causes or not."
2021-09-22 22:11:46+00:00,110,3,"I love watch NASA dunk on people who think they can ""debunk"" climate change"
2021-09-22 20:23:40+00:00,4,36,If I were a gambling man I'd look at the pattern. Every year the temperature has risen the one following has been the same or cooler. I wouldn't be surprised to see that pattern broken though. :)
2021-09-22 19:58:26+00:00,18,0,"""  Where do you think September 2021 will be? "" ... since nothing's been done to stop the warming trend, somewhere above where it is now ..."
2020-09-16 16:04:37+00:00,1,5,Lies compare the actual recorded temps to this chart and the lie is blatant... the 1930 were actually at or higher than the 2020 claims on this chart
2020-09-16 01:51:19+00:00,8,11,"Are these the same 'Scientist' that claimed we were headed for an Ice Age in the late '70s?  Yea, everybody should believe the science because scientists say so..."
2020-09-17 14:36:44+00:00,0,3,Can you show the correlation of earth temperatures and sun activity?
2020-09-17 14:28:06+00:00,0,3,"Our magnetic north has moved 30 miles a year since 2000, I think that qualifies that as in our lifetime"
2020-09-17 04:33:45+00:00,0,9,"Are you looking at sunspot data since they have been recording them and the correlation of effect on our climate? I have, and research shows sunspots have had huge effect on our climate, not to mention the effects of volcanic eruptions. For example when mt. St. Helens erupted it cooled earth entire temperature 1.5 degrees."
2020-09-17 03:17:52+00:00,0,1,Need to spread your data out. Not saying we as humans dont need to be more efficient. Lots of spikes and valleys..
2020-09-17 02:42:54+00:00,2,10,"Why do Climate Change scientists never show up to debates on climate change? The earths surface has risen 1 whole degree in the last 1,000 years and y’all never showed up to debate it???? Shocking"
2020-09-17 02:24:09+00:00,2,1,We have Billions of asphalt on earth. World is not able to cool down from the asphalt. Due to fact holding in heat. Wake up stupid people. Yes other thing contribute also. Main problem asphalt
2020-09-17 01:40:07+00:00,0,1,What causes the earths core to increase? And how much has it increased in the last 20 years?
2020-09-16 20:13:41+00:00,0,6,Theory is Free all the Dammed Rivers in the world. Let the rivers flow into the sea like God intended. Man plans God laughs.We are a planet of water. When you Dam a river you disrupt the rotation of Earth thus causing global warming
2020-09-16 19:31:12+00:00,0,2,"Do you not know that the axis has moved move than ever, do you know why....dont tell me climatic change"
2020-09-16 18:31:46+00:00,1,5,"What are you going to do about Mars. Mars is warming up faster than the earth. OH, YOU THINK IT MIGHT BE A CYCLE OF THE SUN, AND WE CANNOT DO ANYTHING ABOUT IT.   If you’re worried about air pollution, the U.S. has done a very good job of that.  Go and talk to China and India about it. They’re pretty much the world leaders in pollution"
2020-09-16 16:27:22+00:00,2,8,"Here is the real story. It shows about 140,000 year cycles between ice age and warm periods."
2020-09-16 16:24:50+00:00,1,1,Isn't it disingenuous to show increase in temperature since 1890? The coldest year in the last 600 years?
2020-09-16 15:15:02+00:00,1,8,Why start in 1951? Go back at lest 1000 years if you want any kind of climate picture!
2020-09-16 14:52:43+00:00,0,11,Hi NASA can you explain to me why this year would have been warmer when the CO gases where dramatically lowered because of the pandemic? I am not a denyer I am just trying to figure out the data.
2020-09-16 14:09:32+00:00,2,5,No accountabilty for the fact our north pole has migrated so far they had to rewrite gps software?  Since the magnetic poles are no longer diametrically opposed it weakens our magnetosphere which protects us from cosmic radiation. If your model does not account for this... youre not using science.
2020-09-16 12:45:23+00:00,9,44,"I’m afraid NASA has been added to my list of agencies with no credibility. Wow, that list just keeps growing."
2020-09-16 12:33:31+00:00,16,31,NASA Climate Change Thanks for all the work and for your dedication especially for answering a lot of the sceptics comments with real scientific datas. Keep on doing a great job!
2020-09-16 12:17:19+00:00,2,3,"It,s Called Fall"
2020-09-16 11:56:52+00:00,1,6,Where are the graphs for the Roman Warm Period and the Medieval Warm Period?
2020-09-16 11:53:03+00:00,0,19,Climate change is a political issue created by the left to institute their policy. There is no global warming. It can’t be proven. It does not exist
2020-09-16 10:07:19+00:00,2,7,"Hasn't our climate been warming since the ice age?
Much of earth was a tropical rain Forrest including Antarctica. North pole had a tropical climate as well. Is Earth just getting back to what it once was?"
2020-09-16 09:21:02+00:00,4,25,All this crap is based on false information so Scientists can continue to receive grants you guys who buy into this bull are truly gullible!!!
